,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Olympic_Nation
4728,DAVTYAN,Artur,m,ARM,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,1.0,5.6,8.45,0.0,14.05,Artur DAVTYAN,ARM
4729,DAVTYAN,Vahagn,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",SR,6.0,6.0,8.533,,14.533,Vahagn DAVTYAN,ARM
4730,DAVTYAN,Vahagn,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,5.0,6.0,8.566,,14.566,Vahagn DAVTYAN,ARM
4731,DAVTYAN,Vahagn,m,ARM,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",SR,2.0,5.9,8.833,,14.733,Vahagn DAVTYAN,ARM
4732,DAVTYAN,Vahagn,m,ARM,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",SR,1.0,5.9,8.9,,14.8,Vahagn DAVTYAN,ARM
4733,DAVTYAN,Vahagn,m,ARM,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",SR,5.0,6.0,8.266,,14.266,Vahagn DAVTYAN,ARM
4734,DAVTYAN,Vahagn,m,ARM,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",SR,2.0,6.0,8.6,,14.6,Vahagn DAVTYAN,ARM
4735,DAVTYAN,Vahagn,m,ARM,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",SR,1.0,5.9,8.8,,14.7,Vahagn DAVTYAN,ARM
4736,DAVTYAN,Vahagn,m,ARM,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",SR,1.0,5.9,8.8,,14.7,Vahagn DAVTYAN,ARM
4737,DAVTYAN,Vahagn,m,ARM,18-21 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",SR,4.0,6.0,8.766,,14.766,Vahagn DAVTYAN,ARM
4738,DAVTYAN,Vahagn,m,ARM,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,5.0,6.0,8.666,,14.666,Vahagn DAVTYAN,ARM
4739,DAVTYAN,Vahagn,m,ARM,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",SR,4.0,6.0,8.7,,14.7,Vahagn DAVTYAN,ARM
4740,DAVTYAN,Vahagn,m,ARM,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,6.0,5.9,8.533,,14.433,Vahagn DAVTYAN,ARM
4741,DAVTYAN,Vahagn,m,ARM,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",SR,4.0,6.0,8.5,,14.5,Vahagn DAVTYAN,ARM
4742,DAVTYAN,Vahagn,m,ARM,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,6.0,6.0,8.5,,14.5,Vahagn DAVTYAN,ARM
4743,DAVTYAN,Vahagn,m,ARM,1-4 Mar 2023,2023 Doha World Cup,final,"Doha, Qatar",SR,7.0,5.9,8.566,,14.466,Vahagn DAVTYAN,ARM
4744,DAVTYAN,Vahagn,m,ARM,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",SR,6.0,6.0,8.6,,14.6,Vahagn DAVTYAN,ARM
4745,DAVTYAN,Vahagn,m,ARM,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",SR,2.0,6.0,8.733,,14.733,Vahagn DAVTYAN,ARM
4746,DAVTYAN,Vahagn,m,ARM,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,2.0,6.0,8.8,,14.8,Vahagn DAVTYAN,ARM
4776,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,29.0,4.9,6.1,0.3,10.7,Alejandro DE,CUB
4777,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,23.0,3.5,7.65,,11.15,Alejandro DE,CUB
4778,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,19.0,5.5,6.95,,12.45,Alejandro DE,CUB
4779,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,17.0,3.7,7.75,,11.45,Alejandro DE,CUB
4780,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,2.0,5.6,8.2,,13.8,Alejandro DE,CUB
4781,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,1.0,5.6,7.8,,13.4,Alejandro DE,CUB
4782,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,17.0,5.2,8.15,,13.35,Alejandro DE,CUB
4783,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,7.0,5.2,8.65,0.1,13.75,Alejandro DE,CUB
4784,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,7.0,5.2,8.15,,13.35,Alejandro DE,CUB
4785,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,7.0,5.2,7.9,,13.1,Alejandro DE,CUB
4786,DE,Alejandro,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,7.0,5.2,7.85,0.1,12.95,Alejandro DE,CUB
4787,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,16.0,5.0,8.366,,13.366,Alejandro DE,CUB
4788,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,34.0,3.9,8.3,,12.2,Alejandro DE,CUB
4789,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,19.0,5.3,8.033,,13.333,Alejandro DE,CUB
4790,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,46.0,3.0,6.166,4.0,5.166,Alejandro DE,CUB
4791,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",SR,7.0,5.9,7.433,,13.333,Alejandro DE,CUB
4792,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,9.0,5.5,8.1,,13.6,Alejandro DE,CUB
4793,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,11.0,5.2,9.0,,14.2,Alejandro DE,CUB
4794,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",VT,8.0,5.2,8.0,0.3,12.9,Alejandro DE,CUB
4795,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,7.0,5.2,9.0,,14.2,Alejandro DE,CUB
4796,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",VT,8.0,5.2,7.766,,12.966,Alejandro DE,CUB
4797,DE,Alejandro,m,CUB,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,7.0,5.2,8.333,0.1,13.433,Alejandro DE,CUB
4798,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,5.6,7.833,,13.433,Alejandro DE,CUB
4799,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,3.9,8.133,,12.033,Alejandro DE,CUB
4800,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,5.1,6.667,,11.767,Alejandro DE,CUB
4801,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,3.5,7.133,3.0,7.633,Alejandro DE,CUB
4802,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",SR,,5.4,7.667,,13.067,Alejandro DE,CUB
4803,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,5.6,8.233,,13.833,Alejandro DE,CUB
4804,DE,Alejandro,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,5.2,8.7,0.3,13.6,Alejandro DE,CUB
4805,DE,Justine,m,PHI,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",FX,23.0,5.9,7.1,,13.0,Justine DELEON,PHI
4806,DE,Justine,m,PHI,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",VT,12.0,5.2,8.833,0.1,13.933,Justine DELEON,PHI
4807,DE,Justine,m,PHI,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",VT,12.0,4.8,8.833,,13.633,Justine DELEON,PHI
4808,DE,Fabian,m,MEX,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,35.0,5.0,6.166,,11.166,Fabian DE,MEX
4809,DE,Fabian,m,MEX,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",SR,20.0,5.4,7.5,,12.9,Fabian DE,MEX
4810,DE,Fabian,m,MEX,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT,22.0,5.2,8.9,,14.1,Fabian DE,MEX
4811,DE,Fabian,m,MEX,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT,22.0,5.2,7.9,,13.1,Fabian DE,MEX
4812,DE,Fabian,m,MEX,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",PB,22.0,5.0,7.4,,12.4,Fabian DE,MEX
4813,DE,Fabian,m,MEX,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",SR,16.0,5.2,8.266,,13.466,Fabian DE,MEX
4814,DE,Fabian,m,MEX,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,12.0,5.2,8.766,,13.966,Fabian DE,MEX
4815,DE,Fabian,m,MEX,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,12.0,5.2,8.233,0.3,13.133,Fabian DE,MEX
4816,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,6.0,4.9,8.0,0.1,12.8,Fabian DE,MEX
4817,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,8.0,4.9,8.0,,12.9,Fabian DE,MEX
4818,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,4.0,5.7,7.5,,13.2,Fabian DE,MEX
4819,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,2.0,5.7,7.45,,13.15,Fabian DE,MEX
4820,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,3.0,5.2,9.1,,14.3,Fabian DE,MEX
4821,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,4.0,5.2,8.85,0.1,13.95,Fabian DE,MEX
4822,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,6.0,5.2,8.85,0.1,13.95,Fabian DE,MEX
4823,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,3.0,5.2,8.35,,13.55,Fabian DE,MEX
4824,DE,Fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,6.0,5.2,8.15,0.1,13.25,Fabian DE,MEX
4825,DE,Fabian,m,MEX,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,41.0,5.7,6.133,,11.833,Fabian DE,MEX
4826,DE,Fabian,m,MEX,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,39.0,5.0,6.466,,11.466,Fabian DE,MEX
4827,DE,Fabian,m,MEX,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,18.0,5.8,7.833,,13.633,Fabian DE,MEX
4828,DE,Fabian,m,MEX,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT,21.0,5.2,8.733,,13.933,Fabian DE,MEX
4829,DE,Fabian,m,MEX,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT,21.0,5.2,8.233,,13.433,Fabian DE,MEX
4830,DE,Fabian,m,MEX,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",FX,38.0,5.4,5.933,0.1,11.233,Fabian DE,MEX
4831,DE,Fabian,m,MEX,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",SR,18.0,5.6,7.866,,13.466,Fabian DE,MEX
4832,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,42.0,4.7,6.966,0.6,11.066,Fabian DE,MEX
4833,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,37.0,4.0,7.833,,11.833,Fabian DE,MEX
4834,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,39.0,4.9,7.1,,12.0,Fabian DE,MEX
4835,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",SR,8.0,5.6,7.666,,13.266,Fabian DE,MEX
4836,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,10.0,5.6,7.833,,13.433,Fabian DE,MEX
4837,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,12.0,5.2,8.533,0.3,13.433,Fabian DE,MEX
4838,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,35.0,5.2,8.533,0.3,13.433,Fabian DE,MEX
4839,DE,Fabian,m,MEX,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,12.0,5.2,7.8,,13.0,Fabian DE,MEX
4840,DE,Fabián,m,MEX,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",SR,,5.7,7.667,,13.367,Fabián DE,MEX
4841,DE,Fabián,m,MEX,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,5.7,7.8,,13.5,Fabián DE,MEX
4842,DE,Fabián,m,MEX,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,5.2,8.967,,14.167,Fabián DE,MEX
4843,DE,Fabián,m,MEX,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,5.2,8.967,,14.167,Fabián DE,MEX
4844,DE,Loran,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,31.0,5.6,8.2,,13.8,Loran DEMUNCK,NED
4845,DE,Loran,m,NED,18-21 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",PH,2.0,6.3,8.4,,14.7,Loran DEMUNCK,NED
4846,DE,Loran,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,2.0,6.3,8.266,,14.566,Loran DEMUNCK,NED
4847,DE,Loran,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,46.0,4.6,8.533,,13.133,Loran DEMUNCK,NED
4848,DE,Loran,m,NED,27-30 Apr 2023,2023 Cairo World Cup,final,"Cairo, Egypt",PB,5.0,5.6,8.333,,13.933,Loran DEMUNCK,NED
4849,DE,Loran,m,NED,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",PB,7.0,5.6,8.066,,13.666,Loran DEMUNCK,NED
4850,DE,Loran,m,NED,27-30 Apr 2023,2023 Cairo World Cup,final,"Cairo, Egypt",PH,6.0,6.5,7.133,,13.633,Loran DEMUNCK,NED
4851,DE,Loran,m,NED,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,5.0,6.5,7.833,,14.333,Loran DEMUNCK,NED
4852,DE,Loran,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,20.0,5.6,8.366,,13.966,Loran DEMUNCK,NED
4853,DE,Loran,m,NED,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PH,4.0,6.5,7.766,,14.266,Loran DEMUNCK,NED
4854,DE,Loran,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,2.0,6.5,8.166,,14.666,Loran DEMUNCK,NED
4855,DE,Loran,m,NED,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,57.0,4.6,8.5,,13.1,Loran DEMUNCK,NED
4856,DE,Edoardo,m,ITA,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,34.0,5.3,7.3,0.1,12.5,Edoardo DEROSA,ITA
4857,DE,Edoardo,m,ITA,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,11.0,6.1,8.2,,14.3,Edoardo DEROSA,ITA
4858,DE,Edoardo,m,ITA,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,27.0,5.1,7.766,,12.866,Edoardo DEROSA,ITA
4859,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,38.0,5.3,7.5,,12.8,Edoardo DEROSA,ITA
4860,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,47.0,4.8,7.0,,11.8,Edoardo DEROSA,ITA
4861,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,28.0,5.5,8.05,,13.55,Edoardo DEROSA,ITA
4862,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",PH,1.0,6.5,8.2,,14.7,Edoardo DEROSA,ITA
4863,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,4.0,6.1,8.1,,14.2,Edoardo DEROSA,ITA
4864,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,29.0,5.1,8.15,,13.25,Edoardo DEROSA,ITA
4865,DE,Edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,32.0,4.8,8.9,,13.7,Edoardo DEROSA,ITA
4866,DE,Lucas,m,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,5.2,8.367,,13.567,Lucas DE,BRA
4867,DE,Lucas,m,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.7,8.333,,13.033,Lucas DE,BRA
4868,DE,Lucas,m,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,5.2,8.1,,13.3,Lucas DE,BRA
4869,DE,Lucas,m,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,4.8,5.9,,10.7,Lucas DE,BRA
4870,DE,Lucas,m,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,5.0,7.7,,12.7,Lucas DE,BRA
4871,DE,Lucas,m,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,5.2,8.233,0.1,13.333,Lucas DE,BRA
4872,DE,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,28.0,5.2,8.433,,13.633,Martijn DEVEER,NED
4873,DE,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,37.0,4.9,8.366,,13.266,Martijn DEVEER,NED
4874,DE,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,50.0,4.7,8.6,,13.3,Martijn DEVEER,NED
4875,DE,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,74.0,4.2,8.566,,12.766,Martijn DEVEER,NED
4876,DE,Martijn,m,NED,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,35.0,4.8,9.3,,14.1,Martijn DEVEER,NED
4877,DE,Martijn,m,NED,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,17.0,5.6,7.966,0.1,13.466,Martijn DEVEER,NED
4878,DE,Martijn,m,NED,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",HB,4.0,5.6,8.2,,13.8,Martijn DEVEER,NED
4879,DE,Martijn,m,NED,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,6.0,5.6,7.966,,13.566,Martijn DEVEER,NED
4880,DE,Martijn,m,NED,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,54.0,4.1,6.933,,11.033,Martijn DEVEER,NED
4881,DEGOUY,Paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,97.0,5.3,7.233,,12.533,Paul DEGOUY,FRA
4882,DEGOUY,Paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,29.0,5.2,8.366,,13.566,Paul DEGOUY,FRA
4883,DEGOUY,Paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,53.0,5.5,8.2,,13.7,Paul DEGOUY,FRA
4884,DEGOUY,Paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,83.0,4.1,8.066,,12.166,Paul DEGOUY,FRA
4885,DEGOUY,Paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,48.0,4.7,8.5,,13.2,Paul DEGOUY,FRA
4886,DEGOUY,Paul,m,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,43.0,5.2,8.9,,14.1,Paul DEGOUY,FRA
4887,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,25.0,5.3,8.433,,13.733,Paul DEGOUY,FRA
4888,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,9.0,5.2,9.133,,14.333,Paul DEGOUY,FRA
4889,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",HB,6.0,4.9,8.266,,13.166,Paul DEGOUY,FRA
4890,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,8.0,5.3,8.533,,13.833,Paul DEGOUY,FRA
4891,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,12.0,5.3,8.033,,13.333,Paul DEGOUY,FRA
4892,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,21.0,5.5,8.566,,14.066,Paul DEGOUY,FRA
4893,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,17.0,5.5,8.266,,13.766,Paul DEGOUY,FRA
4894,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,43.0,4.7,8.5,,13.2,Paul DEGOUY,FRA
4895,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,23.0,4.7,8.166,,12.866,Paul DEGOUY,FRA
4896,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,22.0,5.2,9.3,0.1,14.4,Paul DEGOUY,FRA
4897,DEGOUY,Paul,m,FRA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,9.0,5.2,9.133,,14.333,Paul DEGOUY,FRA
4898,DEJANOVIC,Ivan,m,SRB,16-19 June 2022,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",HB,6.0,5.0,8.15,,13.15,Ivan DEJANOVIC,SRB
4899,DEJANOVIC,Ivan,m,SRB,16-19 June 2022,2022 Koper World Challenge Cup,final,"Koper, Slovenia",HB,4.0,5.0,8.1,,13.1,Ivan DEJANOVIC,SRB
4900,DEJANOVIC,Ivan,m,SRB,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",HB,4.0,5.0,8.25,,13.25,Ivan DEJANOVIC,SRB
4901,DEJANOVIC,Ivan,m,SRB,7-9 Oct 2022,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",HB,4.0,5.0,8.6,,13.6,Ivan DEJANOVIC,SRB
4902,DEJANOVIC,Ivan,m,SRB,9-12 June 2022,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",HB,8.0,5.0,7.333,,12.333,Ivan DEJANOVIC,SRB
4903,DEJANOVIC,Ivan,m,SRB,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,8.0,5.0,8.65,,13.65,Ivan DEJANOVIC,SRB
4904,DEJANOVIC,Ivan,m,SRB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,83.0,5.0,7.233,,12.233,Ivan DEJANOVIC,SRB
