,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Olympic_Nation
4500,DARIES,Naveen,w,RSA,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",BB,5.0,4.5,7.0,,11.5,Naveen DARIES,RSA
4501,DARIES,Naveen,w,RSA,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,8.0,4.5,7.2,,11.7,Naveen DARIES,RSA
4502,DARIES,Naveen,w,RSA,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",FX,8.0,4.6,7.0,,11.4,Naveen DARIES,RSA
4503,DARIES,Naveen,w,RSA,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,7.0,4.6,7.5,0.1,12.0,Naveen DARIES,RSA
4504,DARIES,Naveen,w,RSA,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",UB,5.0,4.7,6.433,,11.133,Naveen DARIES,RSA
4505,DARIES,Naveen,w,RSA,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",UB,5.0,4.8,6.8,,11.6,Naveen DARIES,RSA
4506,DARIES,Naveen,w,RSA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,22.0,4.1,6.5,,10.6,Naveen DARIES,RSA
4507,DARIES,Naveen,w,RSA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,23.0,4.9,5.05,,9.95,Naveen DARIES,RSA
4508,DARIES,Naveen,w,RSA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,10.0,4.2,8.75,,12.95,Naveen DARIES,RSA
4509,DARIES,Naveen,w,RSA,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,10.0,3.8,8.8,,12.6,Naveen DARIES,RSA
4510,DARIES,Naveen,w,RSA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,127.0,4.6,6.5,,11.1,Naveen DARIES,RSA
4511,DARIES,Naveen,w,RSA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,4.1,7.633,,11.733,Naveen DARIES,RSA
4512,DARIES,Naveen,w,RSA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,81.0,4.9,7.266,,12.166,Naveen DARIES,RSA
4513,DARIES,Naveen,w,RSA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,62.0,4.2,8.933,,13.133,Naveen DARIES,RSA
4514,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,11.0,4.7,6.7,,11.4,Naveen DARIES,RSA
4515,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,27.0,4.8,6.0,,10.8,Naveen DARIES,RSA
4516,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,5.0,4.8,7.9,,12.7,Naveen DARIES,RSA
4517,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,7.0,4.7,7.8,0.3,12.2,Naveen DARIES,RSA
4518,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,10.0,4.8,7.75,,12.55,Naveen DARIES,RSA
4519,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,5.0,5.1,7.7,,12.8,Naveen DARIES,RSA
4520,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,13.0,4.9,7.15,,12.05,Naveen DARIES,RSA
4521,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,7.0,4.2,8.75,,12.95,Naveen DARIES,RSA
4522,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT,,4.2,8.75,,12.95,Naveen DARIES,RSA
4523,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT,7.0,4.2,8.6,,12.8,Naveen DARIES,RSA
4524,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT,7.0,4.2,8.75,,12.95,Naveen DARIES,RSA
4525,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT,7.0,3.8,8.6,0.1,12.3,Naveen DARIES,RSA
4526,DARIES,Naveen,w,RSA,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT,7.0,3.8,8.95,,12.75,Naveen DARIES,RSA
4527,DARIES,Zelme,w,RSA,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,27.0,4.7,6.066,0.1,10.666,Zelme DARIES,RSA
4528,DARIES,Zelme,w,RSA,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",UB,24.0,4.0,4.833,,8.833,Zelme DARIES,RSA
4529,DAS,Papiya,w,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",BB,33.0,3.8,6.533,,10.333,Papiya DAS,IND
4530,DAS,Papiya,w,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,39.0,3.7,5.4,,9.1,Papiya DAS,IND
4531,DAS,Papiya,w,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,31.0,3.1,5.8,,8.9,Papiya DAS,IND
4532,DAS,Pranati,w,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",BB,37.0,4.6,4.867,,9.467,Pranati DAS,IND
4533,DAS,Pranati,w,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,32.0,3.8,6.767,,10.567,Pranati DAS,IND
4534,DAS,Pranati,w,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,28.0,3.2,6.567,,9.767,Pranati DAS,IND
4535,DAS,Pranati,w,IND,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,15.0,4.6,6.8,,11.4,Pranati DAS,IND
4536,DAS,Pranati,w,IND,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,39.0,4.4,5.833,,10.233,Pranati DAS,IND
4537,DAS,Pranati,w,IND,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,24.0,4.8,7.133,,11.933,Pranati DAS,IND
4541,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",BB,,5.2,7.1,,12.3,Julia DAS,BRA
4542,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,5.2,7.333,0.1,12.433,Julia DAS,BRA
4543,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,5.1,8.133,0.2,13.033,Julia DAS,BRA
4544,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,5.3,7.8,0.2,12.9,Julia DAS,BRA
4545,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",UB,,4.9,7.1,,12.0,Julia DAS,BRA
4546,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.9,7.733,,12.633,Julia DAS,BRA
4547,DAS,Julia,w,BRA,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.2,8.333,,12.533,Julia DAS,BRA
4588,DAVAANYAM,Namuuntsetseg,w,MGL,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,40.0,3.5,7.366,,10.866,Namuuntsetseg DAVAANYAM,MGL
4589,DAVAANYAM,Namuuntsetseg,w,MGL,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,46.0,1.0,6.633,,7.633,Namuuntsetseg DAVAANYAM,MGL
4612,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",BB,5.0,5.1,7.55,0.0,12.65,Grace DAVIES,GBR
4613,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,6.0,5.1,7.55,0.0,12.65,Grace DAVIES,GBR
4614,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,11.0,5.1,7.05,0.1,12.05,Grace DAVIES,GBR
4615,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",UB,8.0,4.7,7.05,0.0,11.75,Grace DAVIES,GBR
4616,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,5.0,5.0,7.95,0.0,12.95,Grace DAVIES,GBR
4617,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,10.0,4.2,8.55,0.0,12.75,Grace DAVIES,GBR
4618,DAVIES,Grace,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,10.0,3.8,8.75,0.0,12.55,Grace DAVIES,GBR
4747,DAWSON,Mabelle,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,24.0,4.7,6.7,0.0,11.4,Mabelle DAWSON,GBR
4748,DAWSON,Mabelle,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,38.0,4.4,5.9,0.1,10.2,Mabelle DAWSON,GBR
4749,DAWSON,Mabelle,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,44.0,4.6,4.35,0.0,8.95,Mabelle DAWSON,GBR
4750,DAWSON,Mabelle,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,36.0,3.6,8.3,0.1,11.8,Mabelle DAWSON,GBR
4751,DAYKIN,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,26.0,5.3,5.9,0.0,11.2,Jessica DAYKIN,GBR
4752,DAYKIN,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,37.0,5.1,6.65,0.3,11.45,Jessica DAYKIN,GBR
4753,DAYKIN,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,54.0,4.3,5.05,0.0,9.35,Jessica DAYKIN,GBR
4754,DAYKIN,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,23.0,4.2,8.6,0.0,12.8,Jessica DAYKIN,GBR
4755,DE,Joana,w,MON,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,100.0,4.3,5.8,0.1,10.0,Joana DE,MON
4756,DE,Joana,w,MON,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,105.0,4.1,6.333,,10.433,Joana DE,MON
4757,DE,Joana,w,MON,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,109.0,3.4,5.566,,8.966,Joana DE,MON
4758,DE,Joana,w,MON,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,103.0,3.2,8.466,0.1,11.566,Joana DE,MON
4759,DE,Joana,w,MON,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,44.0,3.8,6.2,,10.0,Joana DE,MON
4760,DE,Joana,w,MON,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,33.0,4.1,6.666,,10.766,Joana DE,MON
4761,DE,Joana,w,MON,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT,22.0,3.2,8.566,,11.766,Joana DE,MON
4762,DE,Joana,w,MON,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",BB,36.0,4.4,6.533,,10.933,Joana DE,MON
4763,DE,Joana,w,MON,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,26.0,4.1,6.833,,10.933,Joana DE,MON
4764,DE,Joana,w,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,106.0,3.9,5.4,,9.3,Joana DE,MON
4765,DE,Joana,w,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,83.0,4.1,7.3,,11.4,Joana DE,MON
4766,DE,Joana,w,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,94.0,3.5,6.866,,10.366,Joana DE,MON
4767,DE,Joana,w,MON,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,71.0,4.2,8.566,0.1,12.666,Joana DE,MON
4768,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,11.0,5.7,7.766,,13.466,Melanie DE,FRA
4769,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,5.7,8.3,,14.0,Melanie DE,FRA
4770,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,3.0,5.6,8.233,,13.833,Melanie DE,FRA
4771,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,5.5,8.2,,13.7,Melanie DE,FRA
4772,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",UB,21.0,5.3,7.2,,12.5,Melanie DE,FRA
4773,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,6.3,8.1,,14.4,Melanie DE,FRA
4774,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,5.0,5.0,9.166,0.1,14.066,Melanie DE,FRA
4775,DE,Melanie,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,5.0,9.4,,14.4,Melanie DE,FRA
4916,DELGADO,Natalia,w,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,13.0,4.5,6.9,,11.4,Natalia DELGADO,PUR
4917,DELGADO,Natalia,w,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,33.0,4.5,5.65,,10.15,Natalia DELGADO,PUR
4918,DELGADO,Natalia,w,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,29.0,2.9,6.85,,9.75,Natalia DELGADO,PUR
4919,DELGADO,Natalia,w,PUR,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,35.0,3.2,8.3,1.0,10.5,Natalia DELGADO,PUR
4920,DELGADO,Natalia,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",BB,,4.5,6.667,,11.167,Natalia DELGADO,PUR
4921,DELGADO,Natalia,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,4.5,6.567,,11.067,Natalia DELGADO,PUR
4922,DELGADO,Natalia,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,4.7,6.933,,11.633,Natalia DELGADO,PUR
4923,DELGADO,Natalia,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.2,6.7,,10.9,Natalia DELGADO,PUR
4924,DELGADO,Natalia,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,3.2,8.1,,11.3,Natalia DELGADO,PUR
4925,DELGADO,Natalia,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,3.2,7.933,,11.133,Natalia DELGADO,PUR
4926,DEMARSICO,Lara,w,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",BB,21.0,4.1,7.533,,11.633,Lara DEMARSICO,ARG
4927,DEMARSICO,Lara,w,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",FX,28.0,4.1,7.266,,11.366,Lara DEMARSICO,ARG
4928,DEMARSICO,Lara,w,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",UB,30.0,4.4,6.333,,10.733,Lara DEMARSICO,ARG
4929,DEMARSICO,Lara,w,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT,41.0,3.2,8.466,,11.666,Lara DEMARSICO,ARG
4939,DENOMMEE,Laurie,w,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,22.0,5.3,7.966,,13.266,Laurie DENOMMEE,CAN
4940,DENOMMEE,Laurie,w,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,5.1,7.833,,12.933,Laurie DENOMMEE,CAN
4941,DENOMMEE,Laurie,w,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,48.0,4.9,7.966,,12.866,Laurie DENOMMEE,CAN
4942,DENOMMEE,Laurie,w,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,36.0,4.6,8.8,,13.4,Laurie DENOMMEE,CAN
4943,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,14.0,5.0,5.9,,10.9,Laurie DENOMMEE,CAN
4944,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,18.0,5.2,6.5,,11.7,Laurie DENOMMEE,CAN
4945,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,2.0,5.0,8.15,,13.15,Laurie DENOMMEE,CAN
4946,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,7.0,5.0,7.65,,12.65,Laurie DENOMMEE,CAN
4947,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,7.0,4.9,7.55,,12.45,Laurie DENOMMEE,CAN
4948,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,10.0,4.9,7.55,,12.45,Laurie DENOMMEE,CAN
4949,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,6.0,4.6,8.6,,13.2,Laurie DENOMMEE,CAN
4950,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT,,4.6,9.05,,13.65,Laurie DENOMMEE,CAN
4951,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT,2.0,4.6,8.966,,13.566,Laurie DENOMMEE,CAN
4952,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT,2.0,4.6,9.05,,13.65,Laurie DENOMMEE,CAN
4953,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT,2.0,4.0,8.9,,12.9,Laurie DENOMMEE,CAN
4954,DENOMMEE,Laurie,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT,2.0,4.0,8.9,,12.9,Laurie DENOMMEE,CAN
4955,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,11.0,4.9,6.566,,11.466,Laurie DENOMMEE,CAN
4956,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",FX,3.0,5.0,7.566,,12.566,Laurie DENOMMEE,CAN
4957,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,1.0,5.0,7.933,,12.933,Laurie DENOMMEE,CAN
4958,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",UB,1.0,4.9,7.8,,12.7,Laurie DENOMMEE,CAN
4959,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",UB,2.0,4.9,7.133,,12.033,Laurie DENOMMEE,CAN
4960,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",VT,3.0,4.0,8.633,,12.633,Laurie DENOMMEE,CAN
4961,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",VT,3.0,4.0,8.6,,12.6,Laurie DENOMMEE,CAN
4962,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",VT,3.0,4.2,8.733,,12.933,Laurie DENOMMEE,CAN
4963,DENOMMEE,Laurie,w,CAN,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",VT,3.0,4.2,8.866,,13.066,Laurie DENOMMEE,CAN
4964,DEREK,Ana,w,CRO,16-19 June 2022,2022 Koper World Challenge Cup,final,"Koper, Slovenia",BB,2.0,5.3,7.95,,13.25,Ana DEREK,CRO
4965,DEREK,Ana,w,CRO,16-19 June 2022,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",BB,4.0,5.4,7.15,,12.55,Ana DEREK,CRO
4966,DEREK,Ana,w,CRO,16-19 June 2022,2022 Koper World Challenge Cup,final,"Koper, Slovenia",FX,1.0,5.2,8.0,0.3,12.9,Ana DEREK,CRO
4967,DEREK,Ana,w,CRO,16-19 June 2022,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",FX,1.0,5.2,7.9,,13.1,Ana DEREK,CRO
4968,DEREK,Ana,w,CRO,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,1.0,5.5,8.1,,13.6,Ana DEREK,CRO
4969,DEREK,Ana,w,CRO,9-12 June 2022,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",BB,2.0,5.2,7.933,,13.133,Ana DEREK,CRO
4970,DEREK,Ana,w,CRO,9-12 June 2022,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",FX,2.0,5.1,8.166,,13.266,Ana DEREK,CRO
4971,DEREK,Ana,w,CRO,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,2.0,5.2,7.866,,13.066,Ana DEREK,CRO
4972,DEREK,Ana,w,CRO,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,20.0,5.4,7.266,,12.666,Ana DEREK,CRO
4973,DEREK,Ana,w,CRO,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,20.0,5.1,7.666,,12.766,Ana DEREK,CRO
4974,DEREK,Ana,w,CRO,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",BB,1.0,5.5,7.8,,13.3,Ana DEREK,CRO
4975,DEREK,Ana,w,CRO,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,3.0,5.5,7.6,,13.1,Ana DEREK,CRO
4976,DEREK,Ana,w,CRO,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,3.0,5.1,7.8,,12.9,Ana DEREK,CRO
4977,DEREK,Ana,w,CRO,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,3.0,5.2,7.85,,13.05,Ana DEREK,CRO
4978,DERWAEL,Nina,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,29.0,5.4,7.166,,12.566,Nina DERWAEL,BEL
4979,DERWAEL,Nina,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",UB,3.0,6.3,8.4,,14.7,Nina DERWAEL,BEL
4980,DERWAEL,Nina,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,2.0,6.3,8.4,,14.7,Nina DERWAEL,BEL
5002,DEVILLARD,Coline,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,5.4,8.6,0.3,13.7,Coline DEVILLARD,FRA
5003,DEVILLARD,Coline,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT,3.0,5.4,9.1,,14.5,Coline DEVILLARD,FRA
5004,DEVILLARD,Coline,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,5.0,5.4,9.033,,14.433,Coline DEVILLARD,FRA
5005,DEVILLARD,Coline,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,3.0,5.4,9.033,,14.433,Coline DEVILLARD,FRA
